year,tic,at,revt,xlr,xpr,sic
2019,AIT,2331.697,3472.739,0,8.106999999999999,5080
2020,AIT,2283.551,3245.652,0,5.959,5080
2021,AIT,2271.807,3235.919,0,3.945,5080
2017,BDX,37734,12093,0,205,3841
2018,BDX,53904,15983,0,226,3841
2019,BDX,51765,17290,0,261,3841
2020,BDX,54012,17117,0,248,3841
2021,BDX,53866,20248,0,290,3841
2017,BELFB,431.265,491.611,0,3.248,3677
2018,BELFB,443.524,548.184,0,3.439,3677
2019,BELFB,468.917,492.412,0,2.907,3677
2020,BELFB,453.866,465.771,0,2.979,3677
2021,BELFB,511.846,543.494,0,5.626,3677
2017,VZ,257143,126034,0,888,4812
2018,VZ,264829,130863,0,1379,4812
2019,VZ,291727,131868,0,1376,4812
2020,VZ,316481,128292,0,1159,4812
2021,VZ,366596,133613,0,-1226,4812
2017,BCE,54263,22719,4400,0,4813
2018,BCE,57100,23482,4540,0,4813
2019,BCE,60146,23964,0,0,4813
2020,BCE,60665,22883,0,0,4813
2021,BCE,66764,23449,0,0,4813
2017,BMS,3699.9,4046.2,0,45,2670
2018,BMS,3571,4089.9,0,36.7,2670
2017,BRK.B,702095,242137,0,1127,9997
2017,BRK.B,702095,245075,0,1127,9997
2018,BRK.B,707794,223215,0,1073,9997
2018,BRK.B,707794,225382,0,1073,9997
2019,BRK.B,817729,328399,0,1165,9997
2019,BRK.B,817729,327223,0,1165,9997
2020,BRK.B,873729,286256,0,1361,9997
2020,BRK.B,873729,286982,0,1361,9997
2021,BRK.B,958784,355631,0,862,9997
2021,BRK.B,958784,354636,0,862,9997
2017,BBY,13049,42151,0,62,5731
2018,BBY,12901,42879,0,67,5731
2019,BBY,15591,43638,0,73,5731
2020,BBY,19067,47262,0,44,5731
2021,BBY,17504,51761,0,77,5731
2017,BIO,4273.012,2160.153,0,25.1,3826
2018,BIO,5611.068,2289.415,0,24.8,3826
2019,BIO,8008.859,2311.659,0,25.2,3826
2020,BIO,12972.618,2513.654,0,21.1,3826
2021,BIO,17775.795,2890.702,0,27,3826
2017,NIMU,.021,.006,0,0,3845
2018,NIMU,.11,0,0,0,3845
2019,NIMU,.361,0,0,0,3845
2020,NIMU,.206,0,0,0,3845
2021,NIMU,.059,0,0,0,3845
2017,BKH,6658.902,1680.266,0,25.961,4911
2018,BKH,6963.327,1754.268,0,32.514,4911
2019,BKH,7558.457,1734.9,0,33.244,4911
2020,BKH,8088.786,1696.941,0,34.695,4911
2021,BKH,9131.896000000001,1949.102,0,33.669,4911
2017,HRB,3140.949,3159.931,1105.877,16.4,7200
2018,HRB,3299.945,3094.881,1148.729,19.3,7200
2019,HRB,5112.047,2639.72,1072.896,18.8,7200
2020,HRB,3653.646,3413.987,1278.073,26.6,7200
2021,HRB,,,0,0,7200
2017,VAL,14625.9,1843,0,12.2,1381
2018,VAL,14023.7,1705.4,0,14.4,1381
2019,VAL,16931.2,2053.2,0,14.4,1381
2020,VAL,12873.2,1427.2,0,23.4,1381
2021,VAL,2609.2,1232.4,0,-14.1,1381
2017,BRRE,30.018,6.116,0,.582,6500
2018,BRRE,26.999,5.609,0,.446,6500
2019,BRRE,18.588,4.987,0,.411,6500
2020,BRRE,17.875,5.229,0,.631,6500
2021,BRRE,22.546,14.555,0,.116,6500
2017,BA,92333,93392,0,1834,3721
2018,BA,117359,101127,0,1800,3721
2019,BA,133625,84818,0,1161,3721
2020,BA,152136,58656,0,1014,3721
2021,BA,138552,62272,0,743,3721
2017,RHI,1867.454,5266.789,0,0,7363
2018,RHI,1903.097,5800.271,0,0,7363
2019,RHI,2311.408,6074.432,0,0,7363
2020,RHI,2557.424,5109,0,0,7363
2021,RHI,2952.359,6461.444,0,0,7363
2017,0141A,2097,3591,0,21,2821
2018,0141A,1961,3797,0,12,2821
2019,0141A,4146,3374,0,71,2821
2020,0141A,4002,2510,0,30,2821
2017,RFP,4147,3513,0,46,2621
2018,RFP,3935,3756,0,4,2621
2019,RFP,3626,2923,0,-3,2621
2020,RFP,3730,2800,0,51,2621
2021,RFP,3538,3664,0,30,2621
2017,BWL.A,29.626,23.933,10.818,.09,7900
2018,BWL.A,28.909,24.771,10.891,.113,7900
2019,BWL.A,28.389,24.419,11.074,.096,7900
2020,BWL.A,28.613,17.781,8.749000000000001,.02,7900
2017,BRC,1050.223,1113.316,0,14.415,3990
2018,BRC,1056.931,1173.851,0,14.736,3990
2019,BRC,1157.308,1160.645,0,14.576,3990
2020,BRC,1142.466,1081.299,0,12.219,3990
2021,BRC,1377.756,1144.698,0,13.246,3990
2017,BAM,192720,41966,2795,0,6200
2017,BAM,241227.624,54440.188,3498.502,0,6200
2018,BAM,256281,57937,3954,0,6200
2018,BAM,349704.423,80635.838,5395.372,0,6200
2019,BAM,323969,69111,6035,0,6200
2019,BAM,323969,71231,6035,0,6200
2020,BAM,343696,62035,6857,0,6200
2020,BAM,343696,63537,6857,0,6200
2021,BAM,391003,78830,7804,0,6200
2021,BAM,391003,86432,7804,0,6200
2017,BRID,97.545,167.223,0,2.437,2013
2018,BRID,101.494,174.257,0,1.201,2013
2019,BRID,123.456,188.785,0,1.043,2013
2020,BRID,155.283,197.97,0,1.381,2013
2021,BRID,156.79,240.43,0,1.702,2013
2017,BGGSQ,1450.979,1786.103,0,17.324,3510
2018,BGGSQ,1443.966,1881.294,0,54.726,3510
2019,BGGSQ,1551.431,1836.605,0,17.172,3510
2017,BMY,33551,20776,0,242,2834
2018,BMY,34986,22561,0,224,2834
2019,BMY,129944,26145,0,1836,2834
2020,BMY,118481,42518,0,138,2834
2021,BMY,109314,46385,0,115,2834
2017,TU,29548,13202,2595,409,4812
2018,TU,33065,14095,2896,-251,4812
2019,TU,37975,14589,3034,615,4812
2020,TU,43332,15341,3701,633,4812
2021,TU,47994,16838,4269,776,4812
2017,BP,276515,240208,10203,0,2911
2018,BP,282176,298756,10497,0,2911
2019,BP,295194,278397,9872,0,2911
2020,BP,267654,180366,9909,0,2911
2021,BP,287272,157739,8857,0,2911
2017,BTY10,59978.049,33243.99,7571.775,1181.073,4813
2018,BTY10,60279.56,30550.656,7008.979,1018.399,4813
2017,BF.B,4976,3248,0,46,2085
2018,BF.B,5139,3324,0,58,2085
2019,BF.B,5766,3363,0,42,2085
2020,BF.B,6522,3461,0,45,2085
2021,BF.B,6373,3933,0,52,2085
2017,CAL,1489.415,2785.584,0,1.634,5661
2018,CAL,1838.568,2834.846,0,1.619,5661
2019,CAL,2431.707,2921.562,0,5.031,5661
2020,CAL,1867.05,2117.07,0,-4.173,5661
2021,CAL,1843.926,2777.604,0,1.089,5661
2017,BC,3358.2,4510,0,158,3510
2018,BC,4285.7,5159.2,0,62,3510
2019,BC,3564.4,4108.4,0,341.3,3510
2020,BC,3770.6,4347.5,0,49.6,3510
2021,BC,5425,5846.2,0,48.3,3510
2017,MTRN,791.0839999999999,1139.447,0,14.638,3330
2018,MTRN,800.341,1207.815,0,55.93,3330
2019,MTRN,852.67,1185.424,0,17.548,3330
2020,MTRN,1057.86,1176.274,0,8.875999999999999,3330
2021,MTRN,1607.479,1510.644,0,8.189,3330
2017,ELEK,92.496,11.805,0,0,3711
2017,BRK3,84523,21387,4969,91,4011
2018,BRK3,85093,23855,5394,70,4011
2019,BRK3,88574,23515,5347,-62,4011
2020,BRK3,88660,20869,4609,19,4011
2021,BRK3,91437,23282,4767,4,4011
2017,MTZ,4066.576,6606.978,0,104,1623
2018,MTZ,4439.953,6909.417,0,105.8,1623
2019,MTZ,4997.006,7183.188,0,83.40000000000001,1623
2020,MTZ,5227.849,6320.975,0,49.3,1623
2021,MTZ,7121.393,7951.781,0,117.1,1623
2017,UIS,2542.4,2741.8,0,121.7,7373
2018,UIS,2457.6,2825,0,112.1,7373
2019,UIS,2504,2931.2,0,124.8,7373
2020,UIS,2707.9,2025.3,0,260.3,7373
2021,UIS,2419.5,2054.4,0,577.8,7373
2017,BUKS,41.431,48.26,0,.261,8741
2018,BUKS,48.902,58.71,0,.584,8741
2019,BUKS,94.91800000000001,65.871,0,.676,8741
2020,BUKS,101.921,61.48,0,.721,8741
2021,BUKS,100.809,73.473,0,.8070000000000001,8741
2017,CAE,5719.2,2830,1004.6,45.2,3690
2018,CAE,7165.5,3304.1,1177.8,58.1,3690
2019,CAE,8483.6,3623.2,1324.9,62.2,3690
2020,CAE,8748.4,2981.9,1249.6,58.3,3690
2021,CAE,9578.799999999999,3371.3,1431.4,60.3,3690
2017,RAMP,1209.253,917.4059999999999,0,7.1,7370
2018,RAMP,1472.911,285.62,0,2.9,7370
2019,RAMP,1301.889,380.572,0,7.9,7370
2020,RAMP,1288.321,443.026,0,9.4,7370
2021,RAMP,1333.736,528.657,0,10.1,7370
2017,CI,61753,41666,0,124,6324
2017,CI,61753,41616,0,124,6324
2018,CI,153226,48501,0,213,6324
2018,CI,153226,48489,0,213,6324
2019,CI,155774,153796,0,418,6324
2019,CI,155774,153699,0,418,6324
2020,CI,155451,160216,0,231,6324
2020,CI,155451,160398,0,231,6324
2021,CI,154889,174274,0,215,6324
2021,CI,154889,174333,0,215,6324
2017,CSS,365.188,361.896,0,1.192,2670
2018,CSS,285.595,382.263,0,1.49,2670
2017,CNA,56567,9419,0,69,6331
2017,CNA,56567,9685,0,69,6331
2018,CNA,57152,10189,0,48,6331
2018,CNA,57152,10150,0,48,6331
2019,CNA,60612,10830,0,68,6331
2019,CNA,60612,10587,0,68,6331
2020,CNA,64026,10687,0,43,6331
2020,CNA,64026,10872,0,43,6331
2021,CNA,66639,11972,0,20,6331
2021,CNA,66639,11546,0,20,6331
2017,CSPI,58.928,111.482,0,.714,7373
2018,CSPI,55.275,72.916,0,.456,7373
2019,CSPI,59.369,79.06100000000001,0,.383,7373
2020,CSPI,53.645,61.793,0,.345,7373
2021,CSPI,62.974,49.208,0,.222,7373
2017,CSX,35739,11408,2914,108,4011
2018,CSX,36729,12250,2738,29,4011
2019,CSX,38257,11937,2616,34,4011
2020,CSX,39793,10583,2275,41,4011
2021,CSX,40531,12522,2550,12,4011
2017,CTS,539.696,422.993,0,14.649,3670
2018,CTS,548.341,470.483,0,3.566,3670
2019,CTS,643.354,468.999,0,4.129,3670
2020,CTS,626.049,424.066,0,4.297,3670
2021,CTS,664.462,512.925,0,135.811,3670
2017,TLS,74.42100000000001,107.727,0,.722,7373
2018,TLS,74.489,138.016,0,.846,7373
2019,TLS,77.69199999999999,159.218,0,1.012,7373
2020,TLS,183.817,179.917,0,1.177,7373
2021,TLS,246.081,242.433,0,1.3,7373
2017,CVV,58.978,41.129,0,.013,3559
2018,CVV,52.515,24.334,0,.008,3559
2019,CVV,46.723,19.647,0,0,3559
2020,CVV,40.936,16.92,0,0,3559
2021,CVV,35.524,16.447,0,0,3559
2017,CBT,3314,2717,0,21,2890
2018,CBT,3244,3242,0,19,2890
2019,CBT,3004,3337,0,16,2890
2020,CBT,2781,2614,0,27,2890
2021,CBT,3306,3400,0,27,2890
2017,CACI,3911.082,4354.617,0,49,7373
2018,CACI,4034.206,4467.86,0,56.6,7373
2019,CACI,5086.843,4986.341,0,68.59999999999999,7373
2020,CACI,5542.472,5720.042,0,90.59999999999999,7373
2021,CACI,6172.372,6044.135,0,92.3,7373
2017,CAMP,472.993,365.912,0,2,3663
2018,CAMP,603.626,363.8,0,2.1,3663
2019,CAMP,495.805,366.107,0,2.1,3663
2020,CAMP,433.805,308.587,0,1.9,3663
2021,CAMP,391.581,295.839,0,1.6,3663
2017,0176A,154550,6189,2376,31,6020
2017,0176A,154550,6189,2376,31,6020
2018,0176A,168100,7302,2616,38,6020
2018,0176A,168100,7302,2616,38,6020
2019,0176A,170810,8254,2687,32,6020
2019,0176A,170810,8254,2687,32,6020
2020,0176A,167846,6957,2751,58,6020
2020,0176A,167846,6957,2751,58,6020
2017,KRED,1.973,2.874,0,0,2086
2017,CWT,2740.375,666.89,0,41.5,4941
2018,CWT,2837.704,698.196,0,47.552,4941
2019,CWT,3111.308,714.557,0,40.874,4941
2020,CWT,3394.248,794.307,0,52.184,4941
2021,CWT,3623.271,790.909,0,34.653,4941
2017,CPB,7726,7890,0,-196,2030
2018,CPB,14529,8685,0,-108,2030
2019,CPB,13148,8107,0,161,2030
2020,CPB,12372,8691,0,153,2030
2021,CPB,11734,8476,0,-196,2030
2017,MLFNF,2632.57,3522.226,0,31.344,2000
2018,MLFNF,3127.811,3495.519,0,34.542,2000
2019,MLFNF,3514.035,3941.545,0,35.111,2000
2020,MLFNF,3860.205,4303.722,0,41.305,2000
2021,MLFNF,4385.806,4521.082,0,42.368,2000
2017,CNI,37629,13041,2221,-156,4011
2018,CNI,41214,14321,2860,-104,4011
2019,CNI,43784,14917,2922,-148,4011
2020,CNI,44804,13819,2723,-109,4011
2021,CNI,48538,14477,2879,-168,4011
2017,CP,20135,6554,1035,-182,4011
2018,CP,21254,7316,1468,-275,4011
2019,CP,22367,7792,1540,-296,4011
2020,CP,23640,7710,1560,-211,4011
2021,CP,68177,7995,1570,-218,4011
2017,CDNAF,15624.2,13434.9,1191.7,0,5531
2018,CDNAF,17286.8,14058.7,1281.5,0,5531
2019,CDNAF,19518.3,14534.4,1375,0,5531
2020,CDNAF,20377.1,14871,1429.8,0,5531
2021,CDNAF,21802.2,16292.1,1575.5,0,5531
2017,STZ,20538.7,7585,0,0,2082
2018,STZ,29231.5,8116,0,0,2082
2019,STZ,27323.2,8343.5,0,0,2082
2020,STZ,27104.8,8614.9,0,0,2082
2021,STZ,25855.8,8820.700000000001,0,0,2082
2017,CAJ,46129.124,36205.653,0,453.643,3577
2018,CAJ,44655.635,36019.495,0,424.375,3577
2019,CAJ,43875.839,33063.633,0,427.832,3577
2020,CAJ,44320.321,30279.869,0,411.517,3577
2021,CAJ,41263.79,30515.227,0,368.542,3577
2017,CPTP,15.159,5.247,0,0,6519
2018,CPTP,8.526999999999999,5.238,0,0,6519
2019,CPTP,8.599,5.113,0,0,6519
2020,CPTP,8.679,4.585,0,0,6519
2021,CPTP,8.42,4.808,0,0,6519
2017,CAH,40112,129976,0,49,5122
2018,CAH,39951,136809,0,129,5122
2019,CAH,40963,145534,0,99,5122
2020,CAH,40766,152922,0,66,5122
2021,CAH,44453,162467,0,55,5122
2017,CSL,5299.8,4089.9,0,15,2950
2018,CSL,5249.2,4479.5,0,18.1,2950
2019,CSL,5496,4811.6,0,19.1,2950
2020,CSL,5866.4,4245.2,0,19.9,2950
2021,CSL,7246.8,4810.3,0,21,2950
2017,ASWRF,1.611,0,0,0,1040
2018,ASWRF,2.341,0,0,0,1040
2019,ASWRF,3.382,0,0,0,1040
2020,ASWRF,3.458,0,0,0,1040
2021,ASWRF,3.936,0,0,0,1040
2017,DUK8,49688,9783,0,89,4911
2018,DUK8,52664,10728,0,72,4911
2019,DUK8,57694,11202,0,63,4911
2020,DUK8,58624,10627,0,45,4911
2021,DUK8,61842,11057,0,31,4911
2017,CRS,2878.1,1797.6,0,62.5,3312
2018,CRS,3007,2157.7,0,33.9,3312
2019,CRS,3187.8,2380.2,0,34.6,3312
2020,CRS,3227.2,2181.1,0,37.5,3312
2021,CRS,2971.2,1475.6,0,40.5,3312
2017,CASY,3469.927,7472.124,0,9.726000000000001,5412
2018,CASY,3731.376,8364.91,0,10.139,5412
2019,CASY,3943.892,8112.296,0,10.84,5412
2020,CASY,4460.314,7654.189,0,10.449,5412
2021,CASY,5505.73,12952.594,0,11.001,5412
2017,CTAM,332.285,518.8680000000001,0,-.267,5051
2018,CTAM,330.392,581.97,0,-.477,5051
2019,CTAM,330.326,559.591,0,1.19,5051
2020,CTAM,289.597,368.253,0,-1.094,5051
2017,CAT,76962,45462,0,627,3531
2018,CAT,78509,54722,0,787,3531
2019,CAT,78453,53800,0,671,3531
2020,CAT,78324,41748,0,376,3531
2021,CAT,82793,50971,0,-455,3531
2017,CATO,516.076,849.981,0,1.207,5621
2018,CATO,497.906,829.664,0,1.442,5621
2019,CATO,684.976,825.335,0,1.499,5621
2020,CATO,591.452,575.111,0,0,5621
2021,CATO,633.766,769.271,0,1.21,5621
2017,CVCO,674.78,871.235,0,.839,2452
2018,CVCO,725.216,962.746,0,1,2452
2019,CVCO,810.431,1061.774,0,1.1,2452
2020,CVCO,951.833,1108.051,0,1.1,2452
2021,CVCO,1154.972,1627.158,0,1.3,2452
2017,RFIL,25.06,30.964,0,.166,3678
2018,RFIL,32.502,50.196,0,.159,3678
2019,RFIL,37.7,55.325,0,.181,3678
2020,RFIL,40.822,43.044,0,.295,3678
2021,RFIL,49.648,57.424,0,.413,3678
2017,BBVA1,87320.579,3812.381,1131.971,6.64,6020
2017,BBVA1,87320.579,3812.381,1131.971,6.64,6020
2018,BBVA1,90947.174,4321.591,1154.791,4.604,6020
2018,BBVA1,90947.174,4321.591,1154.791,4.604,6020
2019,BBVA1,93603.34699999999,4694.385,1181.934,4.479,6020
2019,BBVA1,93603.34699999999,4694.385,1181.934,4.479,6020
2020,BBVA1,102756.203,4173.7,1159.561,3.971,6020
2020,BBVA1,102756.203,4173.7,1159.561,3.971,6020
2017,CSTW,180.4,600.8,0,6.3,5051
2017,LUMN,75611,17656,0,82,4813
2018,LUMN,70256,23443,0,51,4813
2019,LUMN,64742,22401,0,208,4813
2020,LUMN,59394,20712,0,97,4813
2021,LUMN,57993,19687,0,382,4813
2017,MGLN,2957.234,5838.583,0,12.7,8741
2018,MGLN,2979.056,7314.151,0,14.9,8741
2019,MGLN,3092.173,7159.423,0,15.2,8741
2020,MGLN,3359.855,4577.531,0,18.1,8741
2017,CMD,786.373,770.157,0,3.863,3845
2018,CMD,963.708,871.922,0,4.676,3845
2019,CMD,1070.366,918.155,0,4.999,3845
2020,CMD,2071.754,1016.048,0,6.749,3845
2017,CHE,920.026,1666.724,0,22.025,8082
2018,CHE,975.529,1782.648,0,16.502,8082
2019,CHE,1268.317,1938.555,0,25.529,8082
2020,CHE,1434.911,2079.583,0,27.044,8082
2021,CHE,1342.723,2139.261,0,27.332,8082
2017,JPM,2533600,113254,31009,200,6020
2017,JPM,2533600,113254,31009,200,6020
2018,JPM,2622532,131412,33117,52,6020
2018,JPM,2622532,131412,33117,52,6020
2019,JPM,2687379,142422,34155,232,6020
2019,JPM,2687379,142422,34155,232,6020
2020,JPM,3386071,129503,34988,-285,6020
2020,JPM,3386071,129503,34988,-285,6020
2021,JPM,3743567,127202,38567,0,6020
2021,JPM,3743567,127202,38567,0,6020
2017,CPK,1417.434,617.583,0,6.459,4923
2018,CPK,1693.671,717.489,0,6.282,4923
2019,CPK,1783.198,479.604,0,8.907999999999999,4923
2020,CPK,1932.487,488.198,0,6.118,4923
2021,CPK,2114.869,569.968,0,7.038,4923
2017,IMNN,47.514,.5,0,.249,2836
2018,IMNN,46.856,.5,0,.276,2836
2019,IMNN,38.278,.5,0,.106,2836
2020,IMNN,37.527,.5,0,.111,2836
2021,IMNN,74.047,.5,0,.279,2836
2017,CVX,253806,127485,0,1219,2911
2018,CVX,253863,158902,0,1100,2911
2019,CVX,237428,139865,0,896,2911
2020,CVX,239790,94471,0,1489,2911
2021,CVX,239535,155606,0,1221,2911
2017,CVR,31.816,35.765,0,.266,3452
2018,CVR,33.247,37.174,0,.278,3452
2019,CVR,31.723,32.873,0,.175,3452
2020,CVR,31.238,27.591,0,.12,3452
2021,CVR,31.766,33.975,0,.145,3452
2017,EAT,1413.7,3150.837,1017.945,8.9,5812
2018,EAT,1347.34,3135.417,1033.853,9.199999999999999,5812
2019,EAT,1258.3,3217.9,1059.7,9.6,5812
2020,EAT,2356,3078.5,1045.5,9.300000000000001,5812
2021,EAT,2274.9,3337.8,1108.2,4.6,5812
2017,CHD,6014.8,3776.2,0,0,2840
2018,CHD,6069.2,4145.9,0,0,2840
2019,CHD,6657.4,4357.7,0,0,2840
2020,CHD,7414.5,4895.8,0,0,2840
2021,CHD,7996.5,5190.1,0,0,2840
2017,CHDN,2359.4,882.6,116.8,3.3,7990
2018,CHDN,1725.2,1009,127.5,3.7,7990
2019,CHDN,2551,1329.7,171.2,4.7,7990
2020,CHDN,2686.4,1054,140.5,4,7990
2021,CHDN,2981.6,1597.2,170.3,4.8,7990
2017,CBB,2162.4,1288.5,0,23.1,4813
2018,CBB,2730.2,1378.2,0,18.6,4813
2019,CBB,2653.8,1536.7,0,19.8,4813
2020,CBB,2668.6,1559.8,0,24.8,4813
2017,CIN1,7875,1923,0,2,4931
2018,CIN1,8555,1957,0,3,4931
2019,CIN1,9338,1940,0,5,4931
2020,CIN1,10025,1858,0,3,4931
2021,CIN1,10774,2037,0,1,4931
2017,CTAS,6958.214,6476.632,0,0,7200
2018,CTAS,7436.662,6892.303,0,0,7200
2019,CTAS,7669.885,7085.12,0,0,7200
2020,CTAS,8236.823,7116.34,0,0,7200
2021,CTAS,8147.256,7854.459,0,0,7200
2017,IHRT,12260.431,6170.994,0,29,4832
2018,IHRT,12269.515,6325.78,0,27,4832
2019,IHRT,11021.099,3683.527,0,14.7,4832
2020,IHRT,9202.960999999999,2948.218,0,4.5,4832
2021,IHRT,8881.308999999999,3558.34,0,0,4832
2017,CLF,2953.4,2335.3,0,20.9,3310
2018,CLF,3529.6,2333.4,0,15.8,3310
2019,CLF,3503.8,1989.9,0,25.8,3310
2020,CLF,16771,5354,0,-9,3310
2021,CLF,18975,20444,0,-134,3310
2017,CLX,4573,5973,0,64,2842
2018,CLX,5060,6124,0,65,2842
2019,CLX,5116,6214,0,68,2842
2020,CLX,6213,6721,0,70,2842
2021,CLX,6334,7341,0,86,2842
2017,COKE,3072.96,4323.668,0,23.524,2086
2018,COKE,3009.928,4625.364,0,27.237,2086
2019,COKE,3126.926,4826.549,0,33.259,2086
2020,COKE,3222.45,5007.357,0,31.933,2086
2021,COKE,3445.57,5562.714,0,35.065,2086
2017,KO,87896,35410,0,499,2086
2018,KO,83216,31856,0,223,2086
2019,KO,86381,37266,0,110,2086
2020,KO,87296,33014,0,64,2086
2021,KO,94354,38655,0,51,2086
2017,CDE,1701.175,709.598,0,7.3,1040
2018,CDE,1712.5,625.904,0,0,1040
2019,CDE,1378.636,711.502,0,0,1040
2020,CDE,1403.977,785.461,0,0,1040
2021,CDE,1734.422,832.828,0,0,1040
2017,COHR.,2337.8,1723.311,0,6.985,3826
2018,COHR.,2259.969,1902.573,0,7.253,3826
2019,COHR.,2083.169,1430.64,0,8.537000000000001,3826
2020,COHR.,1827.496,1228.999,0,7.804,3826
2021,COHR.,1888.93,1487.468,0,8.145,3826
2017,COHU,420.457,352.704,0,1.586,3825
2018,COHU,1134.002,451.768,0,2.108,3825
2019,COHU,1077.71,583.329,0,3.019,3825
2020,COHU,1090.346,636.0069999999999,0,3.769,3825
2021,COHU,1259.044,887.2140000000001,0,3.628,3825
2017,OMED.2,110.322,38.154,0,0,2836
2018,OMED.2,65.078,44.421,0,0,2836
2017,CL,12676,15454,0,86,2844
2018,CL,12161,15544,0,52,2844
2019,CL,15034,15693,0,74,2844
2020,CL,15920,16471,0,39,2844
2021,CL,15040,17421,0,31,2844
2017,CCOM,33.474,92.33,0,.058,5070
2018,CCOM,36.68,104.658,0,.14,5070
2019,CCOM,35.869,113.701,0,.153,5070
2020,CCOM,37.63,101.936,0,.144,5070
2021,CCOM,43.15,120.346,0,0,5070
2017,CGP1,1311,320,0,0,4923
2018,CGP1,1337,338,0,0,4923
2019,CGP1,1595,371,0,0,4923
2020,CGP1,1562,381,0,0,4923
2021,CGP1,1543,369,0,0,4923
2017,CCF,254.738,252.56,0,1.872,2891
2018,CCF,316.469,284.188,0,1.639,2891
2019,CCF,307.968,281.351,0,2.324,2891
2020,CCF,346.83,261.162,0,2.03,2891
2021,CCF,404.159,293.336,0,1.819,2891
2017,AON,26088,9998,6089,252,6411
2017,AON,26088,10023,6089,128,6411
2018,AON,26422,10762,6103,-7,6411
2018,AON,26422,10770,6103,161,6411
2019,AON,29405,11013,6054,143,6411
2019,AON,29405,11013,6054,-21,6411
2020,AON,32114,11103,5905,135,6411
2020,AON,32114,11066,5905,135,6411
2021,AON,31917,12193,6738,152,6411
2021,AON,31917,12330,6738,152,6411
2017,CMCSA,186949,84526,0,201,4841
2018,CMCSA,251684,94507,0,648,4841
2019,CMCSA,263414,108942,0,573,4841
2020,CMCSA,273869,103564,0,599,4841
2021,CMCSA,275905,116385,0,595,4841
2017,CMA,71567,3244,907.5,4,6020
2017,CMA,71567,3289,907.5,4,6020
2018,CMA,70818,3595,1009,3,6020
2018,CMA,70818,3548,1009,3,6020
2019,CMA,73402,3817,1020,-7,6020
2019,CMA,73402,3773,1020,-7,6020
2020,CMA,88129,3094,1019,0,6020
2020,CMA,88129,3054,1019,0,6020
2021,CMA,94616,3024,1133,-55,6020
2021,CMA,94616,3024,1133,-55,6020
2017,CBSH,24833.415,1289.062,448.321,14.948,6020
2017,CBSH,24833.415,1289.062,448.321,14.948,6020
2018,CBSH,25463.842,1382.354,468.194,16.134,6020
2018,CBSH,25463.842,1382.354,468.194,16.134,6020
2019,CBSH,26065.789,1439.114,492.927,17.79,6020
2019,CBSH,26065.789,1439.114,492.927,17.79,6020
2020,CBSH,32922.974,1389.547,512.987,17.179,6020
2020,CBSH,32922.974,1389.547,512.987,17.179,6020
2021,CBSH,36689.088,1435.042,525.248,17.569,6020
2021,CBSH,36689.088,1435.042,525.248,17.569,6020
2017,C,1842465,87367,21181,724,6199
2017,C,1842465,87367,21181,724,6199
2018,C,1917383,96720,21154,720,6199
2018,C,1917383,96720,21154,720,6199
2019,C,1951158,103449,21433,746,6199
2019,C,1951158,103449,21433,746,6199
2020,C,2260090,88839,22214,217,6199
2020,C,2260090,88842,22214,217,6199
2021,C,2291413,80565,25134,929,6199
2021,C,2291413,80565,25134,929,6199
2017,CMC,2975.131,4569.675,0,28.3,3312
2018,CMC,3328.304,4643.723,0,27.3,3312
2019,CMC,3758.771,5829.002,0,33.422,3312
2020,CMC,4081.728,5476.486,0,40.875,3312
2021,CMC,4638.671,6729.76,0,46.521,3312
2017,JCS,58.146,82.32299999999999,0,.45,7370
2018,JCS,53.321,65.76300000000001,0,.45,7370
2019,JCS,59.151,50.906,0,.401,7370
2020,JCS,55.556,42.576,0,.371,7370
2021,JCS,20.074,7.01,0,.122,7370
2017,CAR,17699,8848,0,47,7510
2018,CAR,19149,9124,0,41,7510
2019,CAR,23126,9172,0,44,7510
2020,CAR,17538,5402,0,30,7510
2021,CAR,22600,9313,0,21,7510
2017,CHCR,.083,.5639999999999999,0,0,6324
2018,CHCR,.879,.524,0,0,6324
2019,CHCR,1.188,.3,0,0,6324
2017,CA,13060,4235,0,37,7372
2017,DXC,33921,24556,0,-143,7370
2018,DXC,29574,20753,0,121,7370
2019,DXC,26006,19577,0,-374,7370
2020,DXC,22038,17729,0,422,7370
2021,DXC,20139,16265,0,-752,7370
2017,CTG,127.635,301.21,0,.747,7370
2018,CTG,124.121,358.769,0,.758,7370
2019,CTG,158.706,394.17,0,.791,7370
2020,CTG,176.253,366.091,0,.63,7370
2021,CTG,188.334,392.285,0,1.389,7370
2017,CMTL,832.063,550.3680000000001,0,0,3663
2018,CMTL,845.157,570.5890000000001,0,0,3663
2019,CMTL,887.711,671.797,0,0,3663
2020,CMTL,929.647,616.715,0,0,3663
2021,CMTL,993.111,581.6950000000001,0,0,3663
2017,CAG,10389.5,7938.3,0,-24.5,2000
2018,CAG,22213.8,9538.4,0,23.5,2000
2019,CAG,22304,11054.4,0,62.3,2000
2020,CAG,22195.6,11184.7,0,16.7,2000
2021,CAG,22435.1,11535.9,0,11.6,2000
2017,RAVE,9.545999999999999,57.113,0,.04,6794
2018,RAVE,10.986,15.12,0,.044,6794
2019,RAVE,10.426,12.319,0,.039,6794
2020,RAVE,9.705,10.028,0,0,6794
2021,RAVE,13.345,8.593,0,.024,6794
